time,TravelKM
0.00021875,195310
0.2002188,195310
0.4002188,195310
0.6002188,195310
0.8002188,195310
1.000219,195310
1.200219,195310
1.400219,195310
1.600219,195310
1.800219,195310
2.000219,195310
2.200219,195310
2.400219,195310
2.600219,195310
2.800219,195310
3.000219,195310
3.199219,195310
3.400219,195310
3.600219,195310
3.799219,195310
3.999219,195310
4.199219,195310
4.399219,195310
4.599219,195310
4.799219,195310
4.999219,195310
5.199219,195310
5.399219,195310
5.599219,195310
5.799219,195310
5.999219,195310
6.199219,195310
6.399219,195310
6.599219,195310
6.799219,195310
6.999219,195310
7.199219,195310
7.399219,195310
7.599219,195310
7.799219,195310
7.999219,195310
8.199219,195310
8.399219,195310
8.599218,195310
8.799219,195310
8.999219,195310
9.199219,195310
9.399219,195310
9.599218,195310
9.799219,195310
9.999219,195310
10.19922,195310
10.39922,195310
10.59922,195310
10.79922,195310
10.99922,195310
11.19922,195310
11.39922,195310
11.59922,195310
11.79922,195310
11.99922,195310
12.19922,195310
12.39922,195310
12.59922,195310
12.79922,195310
12.99922,195310
13.19922,195310
13.39922,195310
13.59922,195310
13.79922,195310
13.99922,195310
14.19922,195310
14.39922,195310
14.59922,195310
14.79922,195310
14.99922,195310
15.20022,195310
15.39922,195310
15.59922,195310
15.79922,195310
15.99922,195310
16.19922,195310
16.39922,195310
16.59922,195310
16.79922,195310
16.99922,195310
17.19922,195310
17.39922,195310
17.59922,195310
17.79922,195310
17.99922,195310
18.19922,195310
18.39922,195310
18.59922,195310
18.79922,195310
18.99922,195310
19.19922,195310
19.39922,195310
19.59922,195310
19.79922,195310
19.99922,195310
20.19922,195310
20.39922,195310
20.59922,195310
20.79922,195310
20.99922,195310
21.19922,195310
21.39922,195310
21.59922,195310
21.79922,195310
21.99922,195310
22.19922,195310
22.39922,195310
22.59922,195310
22.79922,195310
22.99922,195310
23.19922,195310
23.39922,195310
23.59922,195310
23.79922,195310
23.99922,195310
24.19922,195310
24.39922,195310
24.59922,195310
24.79922,195310
24.99922,195310
25.19922,195310
25.39922,195310
25.59922,195310
25.79922,195310
25.99922,195310
26.19922,195310
26.39922,195310
26.59922,195310
26.79922,195310
26.99922,195310
27.19922,195310
27.39922,195310
27.59922,195310
27.79922,195310
27.99922,195310
28.19922,195310
28.39922,195310
28.59922,195310
28.79922,195310
28.99922,195310
29.19922,195310
29.39922,195310
29.59922,195310
29.79922,195310
29.99922,195310
30.19922,195310
30.39922,195310
30.59922,195310
30.79922,195310
30.99922,195310
31.19922,195310
31.39922,195310
31.59922,195310
31.79922,195310
31.99922,195310
32.19922,195310
32.39922,195310
32.59922,195310
32.79922,195310
32.99922,195310
33.19922,195310
33.39922,195310
33.59922,195310
33.79922,195310
33.99922,195310
34.19922,195310
34.39922,195310
34.59922,195310
34.79922,195310
34.99922,195310
35.19922,195310
35.39922,195310
35.59922,195310
35.79922,195310
35.99922,195310
36.19922,195310
36.39922,195310
36.59922,195310
36.79922,195310
36.99922,195310
37.19922,195310
37.39922,195310
37.59922,195310
37.79922,195310
37.99922,195310
38.19922,195310
38.39922,195310
38.59922,195310
38.79922,195310
38.99922,195310
39.19922,195310
39.39922,195310
39.59922,195310
39.79922,195310
39.99922,195310
40.19922,195310
40.39922,195310
40.59922,195310
40.79922,195310
40.99922,195310
41.19922,195310
41.39922,195310
41.59922,195310
41.79922,195310
41.99922,195310
42.19922,195310
42.39922,195310
42.59922,195310
42.79922,195310
42.99922,195310
43.19922,195310
43.39922,195310
43.59922,195310
43.79922,195310
43.99922,195310
44.19922,195310
44.39922,195310
44.59922,195310
44.79922,195310
44.99922,195310
45.19922,195310
45.39922,195310
45.59922,195310
45.79922,195310
45.99922,195310
