time,OutsTemp
0.0010625,6
0.2010625,6
0.4010625,6
0.6010625,6
0.8010625,6
1.001063,6
1.201062,6
1.401062,6
1.601063,6
1.801062,6
2.001062,6
2.201062,6
2.401062,6
2.601063,6
2.801063,6
3.001062,6
3.201062,6
3.401062,6
3.601063,6
3.801063,6
4.001062,6
4.201063,6
4.401062,6
4.601062,6
4.801063,6
5.001062,6
5.201063,6
5.401062,6
5.601062,6
5.801063,6
6.001062,6
6.201063,6
6.401062,6
6.601062,6
6.801063,6
7.001062,6
7.201063,6
7.401062,6
7.601062,6
7.801063,6
8.001062,6
8.201062,6
8.401063,6
8.601063,6
8.801063,6
9.001062,6
9.201062,6
9.401063,6
9.601063,6
9.801063,6
10.00106,6
10.20106,6
10.40106,6
10.60106,6
10.80106,6
11.00106,6
11.20106,6
11.40106,6
11.60106,6
11.80106,6
12.00106,6
12.20106,6
12.40106,6
12.60106,6
12.80106,6
13.00106,6
13.20106,6
13.40106,6
13.60106,6
13.80106,6
14.00106,6
14.20106,6
14.40106,6
14.60106,6
14.80106,6
15.00106,6
15.20106,6
15.40106,6
15.60106,6
15.80106,6
16.00106,6
16.20106,6
16.40106,6
16.60106,6
16.80106,6
17.00106,6
17.20106,6
17.40106,6
17.60106,6
17.80106,6
18.00106,6
18.20106,6
18.40106,6
18.60106,6
18.80106,6
19.00106,6
19.20106,6
19.40106,6
19.60106,6
19.80106,6
20.00106,6
20.20106,6
20.40106,6
20.60106,6
20.80106,6
21.00106,6.5
21.20106,6.5
21.40106,6.5
21.60106,6.5
21.80106,6.5
22.00106,6.5
22.20106,6.5
22.40106,6.5
22.60106,6.5
22.80106,6.5
23.00106,6.5
23.20106,6.5
23.40106,6.5
23.60106,6.5
23.80106,6.5
24.00106,6.5
24.20106,6.5
24.40106,6.5
24.60106,6.5
24.80006,6.5
25.00106,6.5
25.20106,6.5
25.40106,6.5
25.60106,6.5
25.80106,6.5
26.00106,6.5
26.20106,6.5
26.40106,6.5
26.60106,6.5
26.80106,6.5
27.00106,6.5
27.20106,6.5
27.40106,6.5
27.60106,6.5
27.80106,6.5
28.00106,6.5
28.20106,6.5
28.40106,6.5
28.60106,6.5
28.80106,6.5
29.00106,6.5
29.20106,6.5
29.40106,6.5
29.60106,6.5
29.80106,6.5
30.00106,6.5
30.20106,6.5
30.40106,6.5
30.60106,6.5
30.80106,6.5
31.00106,6.5
