time,WheelSpd
0.00159375,0
0.01159375,0
0.02159375,0
0.03159375,0
0.04159375,0
0.05159375,0
0.06159375,0
0.07159375,0
0.08159375,0
0.09159375,0
0.1015937,0
0.1115938,0
0.1215938,0
0.1315937,0
0.1415938,0
0.1515937,0
0.1615938,0
0.1715938,0
0.1815937,0
0.1915938,0
0.2015938,0
0.2115937,0
0.2215938,0
0.2315937,0
0.2415937,0
0.2525938,0
0.2625937,0
0.2725937,0
0.2825938,0
0.2925937,0
0.3025937,0
0.3125938,0
0.3225937,0
0.3325937,0
0.3425938,0
0.3525937,0
0.3625937,0
0.3725938,0
0.3825938,0
0.3925937,0
0.4025938,0
0.4125938,0
0.4225937,0
0.4325938,0
0.4425938,0
0.4525937,0
0.4625938,0
0.4725938,0
0.4825937,0
0.4925937,0
0.5025938,0
0.5125937,0
0.5225937,0
0.5325937,0
0.5425938,0
0.5525938,0
0.5625938,0
0.5725937,0
0.5825937,0
0.5925937,0
0.6025938,0
0.6125938,0
0.6225938,0
0.6335937,0
0.6435937,0
0.6535938,0
0.6635938,0
0.6735938,0
0.6835938,0
0.6935937,0
0.7035937,0
0.7135937,0
0.7235938,0
0.7335938,0
0.7435938,0
0.7535937,0
0.7635937,0
0.7735937,0
0.7835938,0
0.7935938,0
0.8035938,0
0.8135937,0
0.8235937,0
0.8335937,0
0.8435938,0
0.8535938,0
0.8635938,0
0.8735937,0
0.8835937,0
0.8935937,0
0.9035938,0
0.9135938,0
0.9235938,0
0.9335938,0
0.9435937,0
0.9535937,0
0.9635937,0
0.9735938,0
0.9835938,0
0.9935938,0
1.003594,0
1.013594,0
1.024594,0
1.034594,0
1.044594,0
1.054594,0
1.064594,0
1.074594,0
1.084594,0
1.094594,0
1.104594,0
1.114594,0
1.124594,0
1.134594,0
1.144594,0
1.154594,0
1.164594,0
1.174594,0
1.184594,0
1.194594,0
1.204594,0
1.214594,0
1.224594,0
1.234594,0
1.244594,0
1.254594,0
1.264594,0
1.274594,0
1.284594,0
1.294594,0
1.304594,0
1.314594,0
1.324594,0
1.334594,0
1.344594,0
1.354594,0
1.364594,0
1.374594,0
1.385594,0
1.394594,0
1.405594,0
1.415594,0
1.425594,0
1.435594,0
1.445594,0
1.455594,0
1.465594,0
1.475594,0
1.485594,0
1.495594,0
1.505594,0
1.515594,0
1.525594,0
1.535594,0
1.545594,0
1.555594,0
1.565594,0
1.575594,0
1.585594,0
1.595594,0
1.605594,0
1.615594,0
1.625594,0
1.635594,0
1.645594,0
1.655594,0
1.665594,0
1.675594,0
1.685594,0
1.695594,0
1.705594,0
1.715594,0
1.725594,0
1.736594,0
1.745594,0
1.755594,0
1.765594,0
1.775594,0
1.785594,0
1.795594,0
1.806594,0
1.816594,0
1.826594,0
1.836594,0
1.846594,0
1.856594,0
1.866594,0
1.876594,0
1.886594,0
1.896594,0
1.906594,0
1.916594,0
1.926594,0
1.936594,0
1.946594,0
1.956594,0
1.966594,0
1.976594,0
1.986594,0
1.996594,0
2.006594,0
2.016594,0
2.026594,0
2.036594,0
2.046594,0
2.056594,0
2.066594,0
2.076594,0
2.086594,0
2.096594,0
2.106594,0
2.116594,0
2.126594,0
2.137594,0
2.146594,0
2.156594,0
2.167594,0
2.176594,0
2.187594,0
2.197594,0
2.207594,0
2.217594,0
2.227594,0
2.237594,0
2.247594,0
2.257594,0
2.267594,0
2.277594,0
2.287594,0
2.297594,0
2.307594,0
2.317594,0
2.327594,0
2.337594,0
2.347594,0
2.357594,0
2.367594,0
2.377594,0
2.387594,0
2.397594,0
2.407594,0
2.417594,0
2.427594,0
2.437594,0
2.447594,0
2.457594,0
2.467594,0
2.477594,0
2.487594,0
2.497594,0
2.507594,0
2.517594,0
2.527594,0
2.537594,0
2.547594,0
2.557594,0
2.567594,0
2.578594,0
2.588594,0
2.598594,0
2.608594,0
2.618594,0
2.628594,0
2.638594,0
2.648594,0
2.658594,0
2.668594,0
2.678594,0
2.688594,0
2.698594,0
2.708594,0
2.718594,0
2.728594,0
2.738594,0
2.748594,0
2.758594,0
2.768594,0
2.778594,0
2.788594,0
2.798594,0
2.808594,0
2.818594,0
2.828594,0
2.838594,0
2.848594,0
2.858594,0
2.868594,0
2.878594,0
2.889594,0
2.898594,0
2.909594,0
2.918594,0
2.929594,0
2.938594,0
2.949594,0
2.958594,0
2.969594,0
2.979594,0
2.989594,0
2.999594,0
3.009594,0
3.019594,0
3.029594,0
3.039594,0
3.049594,0
3.059594,0
3.069594,0
3.079594,0
3.089594,0
3.099594,0
3.109594,0
3.119594,0
3.129594,0
3.139594,0
3.149594,0
3.159594,0
3.169594,0
3.179594,0
3.189594,0
3.199594,0
3.209594,0
3.219594,0
3.229594,0
3.239594,0
3.249594,0
3.259594,0
3.270594,0
3.279594,0
3.289594,0
3.299594,0
3.310594,0
3.319594,0
3.329594,0
3.339594,0
3.350594,0
3.360594,0
3.370594,0
3.380594,0
3.390594,0
3.400594,0
3.410594,0
3.420594,0
3.430594,0
3.440594,0
3.450594,0
3.460594,0
3.470594,0
3.480594,0
3.490594,0
3.500594,0
3.510594,0
3.520594,0
3.530594,0
3.540594,0
3.550594,0
3.560594,0
3.570594,0
3.580594,0
3.590594,0
3.600594,0
3.610594,0
3.620594,0
3.630594,0
3.640594,0
3.650594,0
3.660594,0
3.670594,0
3.681594,0
3.690594,0
3.701594,0
3.710594,0
3.721594,0
3.730594,0
3.741594,0
3.751594,0
3.761594,0
3.771594,0
3.781594,0
3.791594,0
3.801594,0
3.811594,0
3.821594,0
3.831594,0
3.841594,0
3.851594,0
3.861594,0
3.871594,0
3.881594,0
3.891594,0
3.901594,0
3.911594,0
3.921594,0
3.931594,0
3.941594,0
3.951594,0
3.961594,0
3.971594,0
3.981594,0
3.991594,0
4.001594,0
4.011594,0
4.021594,0
4.031594,0
4.041594,0
4.051594,0
4.061594,0
4.071594,0
4.081594,0
4.091594,0
4.102594,0
4.111594,0
4.122594,0
4.132594,0
4.142594,0
4.152594,0
4.162594,0
